datetime,symbol,open,high,low,close,volume,day
2025-01-01 01:00:00,BINANCE:LINKUSD,19.9956201,21.8220583,19.6759137,21.7014473,506639.92999999976,1
2025-01-02 01:00:00,BINANCE:LINKUSD,21.6949545,22.8901799,21.6949545,22.0573078,229425.96000000054,2
2025-01-03 01:00:00,BINANCE:LINKUSD,22.0604327,23.896578,21.6289654,23.4652501,221856.00000000026,3
2025-01-04 01:00:00,BINANCE:LINKUSD,23.4963026,24.0438327,22.8878005,23.5949517,163565.54999999973,4
2025-01-05 01:00:00,BINANCE:LINKUSD,23.6108399,23.8156017,22.8524759,23.5633733,93016.00000000006,5
2025-01-06 01:00:00,BINANCE:LINKUSD,23.6086139,24.7601714,23.0191994,23.8386358,182948.7200000003,6
2025-01-07 01:00:00,BINANCE:LINKUSD,23.8307693,23.835098,21.1941536,21.3887804,217790.19999999992,7
2025-01-08 01:00:00,BINANCE:LINKUSD,21.3968691,21.7222019,19.6289301,20.4540763,233973.2300000002,8
2025-01-09 01:00:00,BINANCE:LINKUSD,20.4433428,20.7214114,19.1620512,19.654371,199344.3900000004,9
2025-01-10 01:00:00,BINANCE:LINKUSD,19.6729595,20.5269712,19.4945359,20.2447092,180305.57999999987,10
2025-01-11 01:00:00,BINANCE:LINKUSD,20.2393731,20.6873673,19.8177024,20.2074187,89797.08999999998,11
2025-01-12 01:00:00,BINANCE:LINKUSD,20.2297068,20.3244445,19.6005258,19.8372481,83997.21999999986,12
2025-01-13 01:00:00,BINANCE:LINKUSD,19.8445295,20.4109572,17.8784477,19.3638605,231238.45999999988,13
2025-01-14 01:00:00,BINANCE:LINKUSD,19.3590477,20.4956418,19.2533146,20.3009167,77634.99999999999,14
2025-01-15 01:00:00,BINANCE:LINKUSD,20.3744922,22.1464948,20.1023471,22.100425,195884.51999999976,15
2025-01-16 01:00:00,BINANCE:LINKUSD,22.1125723,23.769429,21.2863717,23.0084744,306164.9200000004,16
2025-01-17 01:00:00,BINANCE:LINKUSD,23.0374587,25.2322343,23.0374587,25.0958458,254569.35999999967,17
2025-01-18 01:00:00,BINANCE:LINKUSD,25.1232835,25.6702765,23.3694499,24.1037711,325639.4100000001,18
2025-01-19 01:00:00,BINANCE:LINKUSD,24.0556424,26.6709992,22.1629241,24.3064779,744887.1399999992,19
2025-01-20 01:00:00,BINANCE:LINKUSD,24.2324575,26.8938277,23.3849355,25.0508114,693358.3899999994,20
2025-01-21 01:00:00,BINANCE:LINKUSD,25.0657073,27.0832885,23.6513487,26.6662038,291296.12,21
2025-01-22 01:00:00,BINANCE:LINKUSD,26.6671684,27.2059509,25.1348766,25.2898973,151133.07999999964,22
2025-01-23 01:00:00,BINANCE:LINKUSD,25.2528983,26.1972721,23.998005,25.6804581,271566.93000000017,23
2025-01-24 01:00:00,BINANCE:LINKUSD,25.6624281,26.419381,24.8453151,25.1714021,216752.71999999988,24
2025-01-25 01:00:00,BINANCE:LINKUSD,25.1271456,25.4212755,24.7027612,24.896559,103688.08999999985,25
2025-01-26 01:00:00,BINANCE:LINKUSD,24.8829029,26.3731825,24.8475475,24.8800465,150439.12999999986,26
2025-01-27 01:00:00,BINANCE:LINKUSD,24.8523945,25.1053119,22.1722081,24.2189186,274520.95000000024,27
2025-01-28 01:00:00,BINANCE:LINKUSD,24.2147646,24.6467379,22.3685256,22.6180724,153988.8,28
2025-01-29 01:00:00,BINANCE:LINKUSD,22.6268754,24.4330193,22.3301193,23.6539877,220286.16000000006,29
2025-01-30 01:00:00,BINANCE:LINKUSD,23.6774415,25.2022699,23.4155202,24.4546581,127624.73000000014,30
2025-01-31 01:00:00,BINANCE:LINKUSD,24.5052305,26.3927154,24.1359537,25.1657783,246014.34000000026,31
